character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,variants,deck,tags
娃,newborn / fair,1527,,,wá,woman + bricks,⿰ (left-right),⿰女圭,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">圭</span> <span style=""color:#666"">bricks</span>",,RSH RTH RTK,RTH2::L08
娘,mom / daughter,1095,,,niáng,woman + halo,⿰ (left-right),⿰女良,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">良</span> <span style=""color:#666"">high-quality</span> <span style=""color:#999"">(alias: halo)</span>",,RSH RTH RTK,RTH1::L37
娛,amusement,1370,,,yú,woman + Heaven in your Mouth,⿰ (left-right),⿰女吳,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">吳</span> <span style=""color:#666"">Wu</span> <span style=""color:#999"">(alias: Heaven in your Mouth)</span>",SH: 娱 | JP: 娯,RTH,RTH1::L50
娜,na,3027,,,nà / nuó,woman + Alcatraz,⿰ (left-right),⿰女那,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">那</span> <span style=""color:#666"">that</span> <span style=""color:#999"">(alias: Alcatraz)</span>",,RSH RTH,RTH2::Postscript
娶,take a wife,1917,,,qǔ,take + woman,⿱ (top-bottom),⿱取女,"<span style=""color:#1a5276"">取</span> <span style=""color:#666"">take</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",,RSH RTH,RTH2::L24
婆,old woman,658,,,pó,waves + woman,⿱ (top-bottom),⿱波女,"<span style=""color:#1a5276"">波</span> <span style=""color:#666"">waves</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",,RSH RTH RTK,RTH1::L24
婉,tactful / well finished,2388,,,wǎn,woman + mailbox,⿰ (left-right),⿰女宛,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">宛</span> <span style=""color:#666"">winding</span> <span style=""color:#999"">(alias: mailbox)</span>",,RSH RTH RTK,RTH2::L36
婚,marriage,1331,,,hūn,woman + family name + day,⿰ (left-right),⿰女昏,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">氏</span> <span style=""color:#666"">family name</span><br><span style=""color:#1a5276"">日</span> <span style=""color:#666"">day</span> <span style=""color:#999"">(alias: sun, tongue wagging in the mouth)</span>",,RSH RTH RTK,RTH1::L48
婦,married woman / lady,872,,,fù,woman + {50} + floor + crown + towel,⿰ (left-right),⿰女帚,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">冖</span> <span style=""color:#666"">crown</span><br><span style=""color:#1a5276"">巾</span> <span style=""color:#666"">towel</span>",SH: 妇,RTH RTK,RTH1::L30
婿,son-in-law / bridegroom,1647,,,xù,woman + zoo + month,⿰ (left-right),⿰女胥,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">疋</span> <span style=""color:#666"">zoo</span><br><span style=""color:#1a5276"">月</span> <span style=""color:#666"">month</span> <span style=""color:#999"">(alias: moon, flesh, part of the body)</span>",,RSH RTH RTK,RTH2::L17
媒,matchmaker / mediator,2665,,,méi,woman + such and such,⿰ (left-right),⿰女某,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">某</span> <span style=""color:#666"">such and such</span>",,RSH RTH RTK,RTH2::L45
媚,flatter,2093,,,mèi,woman + eyebrows,⿰ (left-right),⿰女眉,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">眉</span> <span style=""color:#666"">eyebrows</span>",,RSH RTH,RTH2::L28
媳,daughter-in-law,1785,,,xí,woman + breath,⿰ (left-right),⿰女息,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">息</span> <span style=""color:#666"">breath</span>",,RSH RTH,RTH2::L21
媽,mama,1416,,,mā,woman + horse,⿰ (left-right),⿰女馬,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">馬</span> <span style=""color:#666"">horse</span>",SH: 妈,RTH,RTH1::L53
嫁,marry / marry into,1724,,,jià,woman + flophouse,⿰ (left-right),⿰女家,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">囧家</span> <span style=""color:#666"">flophouse</span>",,RSH RTH RTK,RTH2::L20
嫂,elder brother's wife,2923,,,sǎo,woman + cake mixer,⿰ (left-right),⿰女叟,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">叟</span> <span style=""color:#666"">cake mixer</span>",,RSH RTH,RTH2::L55
嫌,dislike,2146,,,xián,woman + double,⿰ (left-right),⿰女兼,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">兼</span> <span style=""color:#666"">double</span>",,RSH RTH RTK,RTH2::L30
嫩,tender,2588,,,nèn,woman + bundle + taskmaster,⿰ (left-right),⿰女敕,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">束</span> <span style=""color:#666"">bundle up</span> <span style=""color:#999"">(alias: bundle)</span><br><span style=""color:#1a5276"">攵</span> <span style=""color:#666"">taskmaster</span>",,RSH RTH,RTH2::L42
嬌,attractive,407,,,jiāo,woman + angel,⿰ (left-right),⿰女喬,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">喬</span> <span style=""color:#666"">pretend</span> <span style=""color:#999"">(alias: angel)</span>",SH: 娇,RTH RTK,RTH1::L18
嬰,baby / suckling infant,1513,,,yīng,shellfish + shellfish + woman,⿱ (top-bottom),⿱賏女,"<span style=""color:#1a5276"">貝</span> <span style=""color:#666"">shellfish</span> <span style=""color:#999"">(alias: shells, oyster, clam)</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",SH: 婴,RTH RTK,RTH2::L06
嬸,auntie,2793,,,shěn,woman + painstaking,⿰ (left-right),⿰女審,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">審</span> <span style=""color:#666"">painstaking</span>",SH: 婶,RTH,RTH2::L51
子,child,92,,,zǐ / zi,-ed + floor,⿻ (overlaid),⿻了一,"<span style=""color:#1a5276"">了</span> <span style=""color:#666"">-ed</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span>",,RSH RTH RTK,RTH1::L06 primitive
孔,cavity,93,,,kǒng,child + hook,⿰ (left-right),⿰子乚,"<span style=""color:#1a5276"">子</span> <span style=""color:#666"">child</span><br><span style=""color:#1a5276"">乙</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span>",,RSH RTH RTK,RTH1::L06
孕,pregnant / expecting,1837,,,yùn,only then + child,⿵ (surround-open-bottom),⿵乃子,"<span style=""color:#1a5276"">乃</span> <span style=""color:#666"">only then</span> <span style=""color:#999"">(alias: fist)</span><br><span style=""color:#1a5276"">子</span> <span style=""color:#666"">child</span>",,RSH RTH RTK,RTH2::L22
字,character,180,,,zì,child + house,⿱ (top-bottom),⿱宀子,"<span style=""color:#1a5276"">子</span> <span style=""color:#666"">child</span><br><span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span>",,RSH RTH RTK,RTH1::L09
存,deposit / suppose,580,,,cún,genie in the bottle + child,⿸ (top-left-wrap),⿸{57}子,"<span style=""color:#1a5276"">才</span> <span style=""color:#666"">genius</span> <span style=""color:#999"">(alias: genie in the bottle)</span><br><span style=""color:#1a5276"">子</span> <span style=""color:#666"">child</span>",,RSH RTH RTK,RTH1::L22
孝,filial piety,957,,,xiào,Santa Claus + child,⿱ (top-bottom),⿱耂子,"<span style=""color:#1a5276"">老</span> <span style=""color:#666"">old man</span> <span style=""color:#999"">(alias: Santa Claus)</span><br><span style=""color:#1a5276"">子</span> <span style=""color:#666"">child</span>",,RSH RTH RTK,RTH1::L33
孟,Mencius / start,2418,,,mèng,child + dish,⿱ (top-bottom),⿱子皿,"<span style=""color:#1a5276"">子</span> <span style=""color:#666"">child</span><br><span style=""color:#1a5276"">皿</span> <span style=""color:#666"">dish</span>",,RSH RTH RTK,RTH2::L37
季,seasons,718,,,jì,wild rice + child,⿱ (top-bottom),⿱禾子,"<span style=""color:#1a5276"">禾</span> <span style=""color:#666"">standing grain</span> <span style=""color:#999"">(alias: wild rice)</span><br><span style=""color:#1a5276"">子</span> <span style=""color:#666"">child</span>",,RSH RTH RTK,RTH1::L25
孤,orphan,1356,,,gū,child + melon,⿰ (left-right),⿰子瓜,"<span style=""color:#1a5276"">子</span> <span style=""color:#666"">child</span><br><span style=""color:#1a5276"">瓜</span> <span style=""color:#666"">melon</span>",,RSH RTH RTK,RTH1::L49
孩,tot,1138,,,hái,child + acorn,⿰ (left-right),⿰子亥,"<span style=""color:#1a5276"">子</span> <span style=""color:#666"">child</span><br><span style=""color:#1a5276"">亥</span> <span style=""color:#666"">sign of the pig</span> <span style=""color:#999"">(alias: acorn)</span>",,RSH RTH,RTH1::L38
孫,grandchild,1041,,,sūn,child + lineage,⿰ (left-right),⿰子系,"<span style=""color:#1a5276"">子</span> <span style=""color:#666"">child</span><br><span style=""color:#1a5276"">系</span> <span style=""color:#666"">lineage</span>",SH: 孙,RTH RTK,RTH1::L35
孵,hatch,2361,,,fū,nest eggs + fledglings,⿰ (left-right),⿰卵孚,"<span style=""color:#1a5276"">卵</span> <span style=""color:#666"">nest eggs</span><br><span style=""color:#1a5276"">孚</span> <span style=""color:#666"">fledglings</span>",,RSH RTH,RTH2::L36
學,study,1110,,,xué,{71} + {50} + floor + sheaf + Sheaf + crown + child,⿱ (top-bottom),⿱𦥯子,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">㐅</span> <span style=""color:#666"">sheaf</span><br><span style=""color:#1a5276"">乂</span> <span style=""color:#666"">Sheaf</span><br><span style=""color:#1a5276"">冖</span> <span style=""color:#666"">crown</span><br><span style=""color:#1a5276"">子</span> <span style=""color:#666"">child</span>",SH: 学 | JP: 学,RTH,RTH1::L38
它,it,428,,,tā,house + someone sitting on the ground,⿱ (top-bottom),⿱宀匕,"<span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span><br><span style=""color:#1a5276"">匕</span> <span style=""color:#666"">ancient spoon</span> <span style=""color:#999"">(alias: someone sitting on the ground)</span>",,RSH RTH,RTH1::L18
宅,dwelling / home,1383,,,zhái,house + fur ball,⿱ (top-bottom),⿱宀乇,"<span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span><br><span style=""color:#1a5276"">乇</span> <span style=""color:#666"">fur ball</span>",,RSH RTH RTK,RTH1::L51
宇,eaves,1231,,,yǔ,house + clothing conveyor,⿱ (top-bottom),⿱宀于,"<span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span><br><span style=""color:#1a5276"">于</span> <span style=""color:#666"">Yu</span> <span style=""color:#999"">(alias: clothing conveyor)</span>",,RSH RTH RTK,RTH1::L42
守,guard,181,,,shǒu,glue + house,⿱ (top-bottom),⿱宀寸,"<span style=""color:#1a5276"">寸</span> <span style=""color:#666"">Chinese inch</span> <span style=""color:#999"">(alias: glue)</span><br><span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span>",,RSH RTH RTK,RTH1::L09
安,peaceful / relax,186,,,ān,woman + house,⿱ (top-bottom),⿱宀女,"<span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span><br><span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span>",,RSH RTH RTK,RTH1::L09
宋,Song Dynasty / Sung dynasty,1553,,,Sòng,house + tree,⿱ (top-bottom),⿱宀木,"<span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span><br><span style=""color:#1a5276"">木</span> <span style=""color:#666"">tree</span> <span style=""color:#999"">(alias: wood, pole, wooden pole)</span>",,RSH RTH RTK,RTH2::L10
完,finish / perfect,182,,,wán,house + beginning,⿱ (top-bottom),⿱宀元,"<span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span><br><span style=""color:#1a5276"">元</span> <span style=""color:#666"">beginning</span>",,RSH RTH RTK,RTH1::L09
宏,magnificent / extensive,1864,,,hóng,house + by one’s side + elbow,⿱ (top-bottom),⿱宀厷,"<span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span><br><span style=""color:#1a5276"">𠂇</span> <span style=""color:#666"">by one’s side</span><br><span style=""color:#1a5276"">厶</span> <span style=""color:#666"">elbow</span>",,RSH RTH RTK,RTH2::L22
宗,religion,840,,,zōng,house + altar,⿱ (top-bottom),⿱宀示,"<span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span><br><span style=""color:#1a5276"">示</span> <span style=""color:#666"">show</span> <span style=""color:#999"">(alias: altar)</span>",,RSH RTH RTK,RTH1::L29
官,bureaucrat,966,,,guān,maestro + a drop of + house,⿱ (top-bottom),⿱宀㠯,"<span style=""color:#1a5276"">𠂤</span> <span style=""color:#666"">maestro</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span>",,RSH RTH RTK,RTH1::L33
宙,universe / mid-air,2109,,,zhòu,house + sprout,⿱ (top-bottom),⿱宀由,"<span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span><br><span style=""color:#1a5276"">由</span> <span style=""color:#666"">wherefore</span> <span style=""color:#999"">(alias: sprout)</span>",,RSH RTH RTK,RTH2::L29
定,settle on / determine,364,,,dìng,mending + house,⿱ (top-bottom),⿱宀𤴓,"<span style=""color:#1a5276"">囧走－十</span> <span style=""color:#666"">mending</span><br><span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span>",,RSH RTH RTK,RTH1::L17
宛,winding / address,2386,,,wǎn,house + nameplate,⿱ (top-bottom),⿱宀夗,"<span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span><br><span style=""color:#1a5276"">夗</span> <span style=""color:#666"">nameplate</span>",,RSH RTH RTK,RTH2::L36 primitive
宜,fitting / best regards,2680,,,yí,house + shelves,⿱ (top-bottom),⿱宀且,"<span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span><br><span style=""color:#1a5276"">且</span> <span style=""color:#666"">moreover</span> <span style=""color:#999"">(alias: shelves)</span>",,RSH RTH RTK,RTH2::L45
客,guest,283,,,kè,house + each,⿱ (top-bottom),⿱宀各,"<span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span><br><span style=""color:#1a5276"">各</span> <span style=""color:#666"">each</span>",,RSH RTH RTK,RTH1::L13
宣,proclaim,184,,,xuān,house + daybreak + sun,⿱ (top-bottom),⿱宀亘,"<span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span><br><span style=""color:#1a5276"">旦</span> <span style=""color:#666"">daybreak</span><br><span style=""color:#1a5276"">日</span> <span style=""color:#666"">day</span> <span style=""color:#999"">(alias: sun)</span>",,RSH RTH RTK,RTH1::L09 primitive
室,room,627,,,shì,house + until,⿱ (top-bottom),⿱宀至,"<span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span><br><span style=""color:#1a5276"">至</span> <span style=""color:#666"">until</span>",,RSH RTH RTK,RTH1::L22
宮,palace / Shinto shrine,2069,,,gōng,house + spine,⿱ (top-bottom),⿱宀呂,"<span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span><br><span style=""color:#1a5276"">呂</span> <span style=""color:#666"">spine</span>",SH: 宫,RTH RTK,RTH2::L27
宰,butcher / superintend,2483,,,zǎi,house + chili pepper,⿱ (top-bottom),⿱宀辛,"<span style=""color:#1a5276"">宀</span> <span style=""color:#666"">house</span><br><span style=""color:#1a5276"">辛</span> <span style=""color:#666"">peppery</span> <span style=""color:#999"">(alias: chili pepper)</span>",,RSH RTH RTK,RTH2::L38
