character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,variants,deck,tags
辣,spicy hot / bitter,1238,,,là,chili pepper + bundle,⿰ (left-right),⿰辛束,"<span style=""color:#1a5276"">辛</span> <span style=""color:#666"">peppery</span> <span style=""color:#999"">(alias: chili pepper)</span><br><span style=""color:#1a5276"">束</span> <span style=""color:#666"">bundle up</span> <span style=""color:#999"">(alias: bundle)</span>",,RSH RTH RTK,RTH1::L42
辦,manage,1119,,,bàn,chili pepper + muscle + chili pepper,⿲ (left-mid-right),⿲辛力辛,"<span style=""color:#1a5276"">辛</span> <span style=""color:#666"">peppery</span> <span style=""color:#999"">(alias: chili pepper)</span><br><span style=""color:#1a5276"">力</span> <span style=""color:#666"">power</span> <span style=""color:#999"">(alias: muscle)</span>",SH: 办,RTH,RTH1::L38 primitive
辨,differentiate,2484,,,biàn,chili pepper + saber,⿲ (left-mid-right),⿲辛⿰丶丿辛,"<span style=""color:#1a5276"">辛</span> <span style=""color:#666"">peppery</span> <span style=""color:#999"">(alias: chili pepper)</span><br><span style=""color:#1a5276"">刀</span> <span style=""color:#666"">sword</span> <span style=""color:#999"">(alias: saber)</span>",,RSH RTH,RTH2::L38
辭,phraseology,2975,,,cí,vulture + beret + eyedropper + glass cover + elbow + right hand + chili pepper,⿰ (left-right),⿰𤔔辛,"<span style=""color:#1a5276"">爫</span> <span style=""color:#666"">claw</span> <span style=""color:#999"">(alias: vulture)</span><br><span style=""color:#1a5276"">乛</span> <span style=""color:#666"">beret</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">冂</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span><br><span style=""color:#1a5276"">厶</span> <span style=""color:#666"">elbow</span><br><span style=""color:#1a5276"">又</span> <span style=""color:#666"">again</span> <span style=""color:#999"">(alias: right hand)</span><br><span style=""color:#1a5276"">辛</span> <span style=""color:#666"">peppery</span> <span style=""color:#999"">(alias: chili pepper)</span>",SH: 辞 | JP: 辞,RTH,RTH2::L55
辮,braid,2485,,,biàn,chili pepper + floss + chili pepper,⿲ (left-mid-right),⿲辛糸辛,"<span style=""color:#1a5276"">辛</span> <span style=""color:#666"">peppery</span> <span style=""color:#999"">(alias: chili pepper)</span><br><span style=""color:#1a5276"">糸</span> <span style=""color:#666"">floss</span>",SH: 辫,RTH,RTH2::L38
辯,dispute,1120,,,biàn,chili pepper + words + chili pepper,⿲ (left-mid-right),⿲辛言辛,"<span style=""color:#1a5276"">辛</span> <span style=""color:#666"">peppery</span> <span style=""color:#999"">(alias: chili pepper)</span><br><span style=""color:#1a5276"">言</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span>",SH: 辩,RTH,RTH1::L38
辰,sign of the dragon,1436,,,chén,cliff + two + barrette,⿸ (top-left-wrap),⿸厂⿱二{25},"<span style=""color:#1a5276"">厂</span> <span style=""color:#666"">factory</span> <span style=""color:#999"">(alias: cliff)</span><br><span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span><br><span style=""color:#1a5276"">囧丧－十－丷</span> <span style=""color:#666"">barrette</span>",,RSH RTH RTK,RTH1::L54
辱,disgrace / embarrass,2895,,,rǔ,sign of the dragon + glue,⿱ (top-bottom),⿱辰寸,"<span style=""color:#1a5276"">辰</span> <span style=""color:#666"">sign of the dragon</span><br><span style=""color:#1a5276"">寸</span> <span style=""color:#666"">Chinese inch</span> <span style=""color:#999"">(alias: glue)</span>",,RSH RTH RTK,RTH2::L54
農,agriculture,1438,,,nóng,bent + sign of the dragon,⿱ (top-bottom),⿱曲辰,"<span style=""color:#1a5276"">曲</span> <span style=""color:#666"">bent</span><br><span style=""color:#1a5276"">辰</span> <span style=""color:#666"">sign of the dragon</span>",SH: 农,RTH RTK,RTH1::L54
迄,so far / until,1685,,,qì,beg + road,⿺ (bottom-left-wrap),⿺辶乞,"<span style=""color:#1a5276"">乞</span> <span style=""color:#666"">beg</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH2::L18
迅,speedy / swift,270,,,xùn,hook + needle + road,⿺ (bottom-left-wrap),⿺辶卂,"<span style=""color:#1a5276"">乙</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span><br><span style=""color:#1a5276"">十</span> <span style=""color:#666"">ten</span> <span style=""color:#999"">(alias: needle)</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L13
迎,greet / welcome,1256,,,yíng,stamp collection + road,⿺ (bottom-left-wrap),⿺辶卬,"<span style=""color:#1a5276"">卬</span> <span style=""color:#666"">stamp collection</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L43
近,near,858,,,jìn,tomahawk + road,⿺ (bottom-left-wrap),⿺辶斤,"<span style=""color:#1a5276"">斤</span> <span style=""color:#666"">catty</span> <span style=""color:#999"">(alias: tomahawk)</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L30
返,go back / return,609,,,fǎn,against + road,⿺ (bottom-left-wrap),⿺辶反,"<span style=""color:#1a5276"">反</span> <span style=""color:#666"">against</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L22
迫,compel / urge,1592,,,pò,white + road,⿺ (bottom-left-wrap),⿺辶白,"<span style=""color:#1a5276"">白</span> <span style=""color:#666"">white</span> <span style=""color:#999"">(alias: white bird, dove)</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH2::L13
述,narrate / mention,1141,,,shù,art + road,⿺ (bottom-left-wrap),⿺辶术,"<span style=""color:#1a5276"">术</span> <span style=""color:#666"">art</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L38
迴,revolve,521,,,huí,road + return,⿺ (bottom-left-wrap),⿺辶回,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">回</span> <span style=""color:#666"">return</span>",SH: 回 | JP: 廻,RTH,RTH1::L21
迷,lost / astray,725,,,mí,rice + road,⿺ (bottom-left-wrap),⿺辶米,"<span style=""color:#1a5276"">米</span> <span style=""color:#666"">rice</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L25
追,chase,962,,,duī / zhuī,maestro + road,⿺ (bottom-left-wrap),⿺辶𠂤,"<span style=""color:#1a5276"">𠂤</span> <span style=""color:#666"">maestro</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L33
退,retreat,1089,,,tuì,silver + road,⿺ (bottom-left-wrap),⿺辶艮,"<span style=""color:#1a5276"">艮</span> <span style=""color:#666"">silver</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L37
送,deliver / send off,1440,,,sòng,golden calf + road,⿺ (bottom-left-wrap),⿺辶关,"<span style=""color:#1a5276"">关</span> <span style=""color:#666"">shut</span> <span style=""color:#999"">(alias: golden calf)</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L54
逃,escape,1594,,,táo,portent + road,⿺ (bottom-left-wrap),⿺辶兆,"<span style=""color:#1a5276"">兆</span> <span style=""color:#666"">portent</span> <span style=""color:#999"">(alias: turtle)</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH2::L13
逆,go against / inverted,2829,,,nì,mountain goat + road,⿺ (bottom-left-wrap),⿺辶屰,"<span style=""color:#1a5276"">屰</span> <span style=""color:#666"">mountain goat</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH2::L52
透,penetrate / transparent,721,,,tòu,elegant + road,⿺ (bottom-left-wrap),⿺辶秀,"<span style=""color:#1a5276"">秀</span> <span style=""color:#666"">elegant</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L25
逐,pursue,1717,,,zhú,sow + road,⿺ (bottom-left-wrap),⿺辶豕,"<span style=""color:#1a5276"">豕</span> <span style=""color:#666"">sow</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH2::L20
途,route,1235,,,tú,scale + road,⿺ (bottom-left-wrap),⿺辶余,"<span style=""color:#1a5276"">余</span> <span style=""color:#666"">excess</span> <span style=""color:#999"">(alias: scale)</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L42
逗,tease / standstill,2411,,,dòu,beans + road,⿺ (bottom-left-wrap),⿺辶豆,"<span style=""color:#1a5276"">豆</span> <span style=""color:#666"">beans</span> <span style=""color:#999"">(alias: table)</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH2::L37
這,this / crawl,332,,,zhè,road + words,⿺ (bottom-left-wrap),⿺辶言,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">言</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span>",SH: 这,RTH RTK,RTH1::L15
通,communicate / traffic,1054,,,tōng / tòng,chop-rack + road,⿺ (bottom-left-wrap),⿺辶甬,"<span style=""color:#1a5276"">甬</span> <span style=""color:#666"">chop-rack</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L36
逛,stroll,273,,,guàng,crazy + road,⿺ (bottom-left-wrap),⿺辶狂,"<span style=""color:#1a5276"">狂</span> <span style=""color:#666"">crazy</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH,RTH1::L13
逝,pass away / departed,2126,,,shì,discount + road,⿺ (bottom-left-wrap),⿺辶折,"<span style=""color:#1a5276"">折</span> <span style=""color:#666"">discount</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH2::L30
逞,flaunt / tough,1595,,,chěng,submit + road,⿺ (bottom-left-wrap),⿺辶呈,"<span style=""color:#1a5276"">呈</span> <span style=""color:#666"">submit</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH2::L13
速,quick,1237,,,sù,bundle + road,⿺ (bottom-left-wrap),⿺辶束,"<span style=""color:#1a5276"">束</span> <span style=""color:#666"">bundle up</span> <span style=""color:#999"">(alias: bundle)</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L42
造,create,271,,,zào,declare + road,⿺ (bottom-left-wrap),⿺辶告,"<span style=""color:#1a5276"">告</span> <span style=""color:#666"">declare</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L13
逢,chance upon / tryst,2524,,,féng,briar + road,⿺ (bottom-left-wrap),⿺辶夆,"<span style=""color:#1a5276"">夆</span> <span style=""color:#666"">briar</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH2::L39
連,one after another / take along,275,,,lián,road + car,⿺ (bottom-left-wrap),⿺辶車,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">車</span> <span style=""color:#666"">car</span> <span style=""color:#999"">(alias: cart, wagon, vehicle)</span>",SH: 连,RTH RTK,RTH1::L13
逮,arrest / apprehend,2156,,,dǎi / dài,road + bondservant,⿺ (bottom-left-wrap),⿺辶隶,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">隶</span> <span style=""color:#666"">bondservant</span>",,RSH RTH RTK,RTH2::L30
週,week,306,,,zhōu,road + lap,⿺ (bottom-left-wrap),⿺辶周,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">周</span> <span style=""color:#666"">circumference</span> <span style=""color:#999"">(alias: lap)</span>",SH: 周,RTH RTK,RTH1::L14 primitive
進,advance,503,,,jìn,road + turkey,⿺ (bottom-left-wrap),⿺辶隹,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">隹</span> <span style=""color:#666"">turkey</span>",SH: 进,RTH RTK,RTH1::L20
逸,flee / elude,1410,,,yì,rabbit + road,⿺ (bottom-left-wrap),⿺辶兔,"<span style=""color:#1a5276"">兔</span> <span style=""color:#666"">rabbit</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L52
逼,press / pressing,1593,,,bī,wealth + road,⿺ (bottom-left-wrap),⿺辶畐,"<span style=""color:#1a5276"">畐</span> <span style=""color:#666"">wealth</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH2::L13
逾,exceed,280,,,yú,road + slaughterhouse,⿺ (bottom-left-wrap),⿺辶俞,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">俞</span> <span style=""color:#666"">slaughterhouse</span>",,RSH RTH,RTH1::L13
遂,satisfy / consummate,1718,,,suì,horns + sow + road,⿺ (bottom-left-wrap),⿺辶㒸,"<span style=""color:#1a5276"">丷</span> <span style=""color:#666"">horns</span> <span style=""color:#999"">(alias: animal horns)</span><br><span style=""color:#1a5276"">豕</span> <span style=""color:#666"">sow</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH2::L20
遇,encounter / interview,1400,,,yù,Talking Cricket + road,⿺ (bottom-left-wrap),⿺辶禺,"<span style=""color:#1a5276"">禺</span> <span style=""color:#666"">Talking Cricket</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L52
遊,tour / play,814,,,yóu,road + compass + lying (down) + child,⿺ (bottom-left-wrap),⿺辶斿,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">方</span> <span style=""color:#666"">direction</span> <span style=""color:#999"">(alias: compass)</span><br><span style=""color:#1a5276"">𠂉</span> <span style=""color:#666"">reclining</span> <span style=""color:#999"">(alias: lying (down))</span><br><span style=""color:#1a5276"">子</span> <span style=""color:#666"">child</span>",SH: 游,RTH RTK,RTH1::L28
運,carry,292,,,yùn,road + chariot,⿺ (bottom-left-wrap),⿺辶軍,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">軍</span> <span style=""color:#666"">army</span> <span style=""color:#999"">(alias: chariot)</span>",SH: 运,RTH RTK,RTH1::L14
遍,everywhere,2718,,,biàn,book cover + road,⿺ (bottom-left-wrap),⿺辶扁,"<span style=""color:#1a5276"">扁</span> <span style=""color:#666"">flat</span> <span style=""color:#999"">(alias: book cover)</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH2::L47
過,cross / overdo,980,,,guò,road + {108} + glass cover + mouth,⿺ (bottom-left-wrap),⿺辶咼,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">冂</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",SH: 过,RTH RTK,RTH1::L33
道,way / road-way,268,,,dào,heads + road,⿺ (bottom-left-wrap),⿺辶首,"<span style=""color:#1a5276"">首</span> <span style=""color:#666"">heads</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L13
達,reach / accomplished,499,,,dá,road + ground + sheep,⿺ (bottom-left-wrap),⿺辶𦍒,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">土</span> <span style=""color:#666"">soil</span> <span style=""color:#999"">(alias: ground)</span><br><span style=""color:#1a5276"">羊</span> <span style=""color:#666"">sheep</span>",SH: 达,RTH RTK,RTH1::L20
違,disobey / difference,2570,,,wéi,road + briar patch,⿺ (bottom-left-wrap),⿺辶韋,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">韋</span> <span style=""color:#666"">tanned hide</span> <span style=""color:#999"">(alias: briar patch)</span>",SH: 违,RTH RTK,RTH2::L41
遙,remote,1407,,,yáo,road + evening + eyedropper + tin can,⿺ (bottom-left-wrap),⿺辶⿱𱼀缶,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">夕</span> <span style=""color:#666"">evening</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">缶</span> <span style=""color:#666"">tin can</span>",SH: 遥 | JP: 遥,RTH,RTH1::L52
遜,modest,2356,,,xùn,road + grandchild,⿺ (bottom-left-wrap),⿺辶孫,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">孫</span> <span style=""color:#666"">grandchild</span>",SH: 逊,RTH RTK,RTH2::L35
遞,hand over,2865,,,dì,road + drag + tiger,⿺ (bottom-left-wrap),⿺辶虒,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">𠂆</span> <span style=""color:#666"">drag</span><br><span style=""color:#1a5276"">虎</span> <span style=""color:#666"">tiger</span>",SH: 递 | JP: 逓,RTH,RTH2::L53
遠,distant,379,,,yuǎn / yuàn,road + Yuan,⿺ (bottom-left-wrap),⿺辶袁,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">袁</span> <span style=""color:#666"">Yuan</span>",SH: 远,RTH RTK,RTH1::L18
遣,dispatch,2675,,,qiǎn,purse + maestro + road,⿺ (bottom-left-wrap),⿺辶𠳋,"<span style=""color:#1a5276"">𠀐</span> <span style=""color:#666"">purse</span><br><span style=""color:#1a5276"">𠂤</span> <span style=""color:#666"">maestro</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH2::L45
適,suitable,417,,,shì,road + antique,⿺ (bottom-left-wrap),⿺辶啇,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">啇</span> <span style=""color:#666"">antique</span>",SH: 适,RTH RTK,RTH1::L18
遭,meet with / encounter,2165,,,zāo,cadet + road,⿺ (bottom-left-wrap),⿺辶曹,"<span style=""color:#1a5276"">囧曹</span> <span style=""color:#666"">cadet</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH2::L30
遮,screen / intercept,2175,,,zhē,caverns + cooking fire + road,⿺ (bottom-left-wrap),⿺辶庶,"<span style=""color:#1a5276"">囧席－巾</span> <span style=""color:#666"">caverns</span><br><span style=""color:#1a5276"">火</span> <span style=""color:#666"">fire</span> <span style=""color:#999"">(alias: cooking fire)</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH2::L31
遲,tardy,2083,,,chí,road + rhinoceros,⿺ (bottom-left-wrap),⿺辶犀,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">犀</span> <span style=""color:#666"">rhinoceros</span>",SH: 迟 | JP: 遅,RTH,RTH2::L28
遵,abide by,1065,,,zūn,venerate + road,⿺ (bottom-left-wrap),⿺辶尊,"<span style=""color:#1a5276"">尊</span> <span style=""color:#666"">venerate</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L37
遷,resituate / transition,2542,,,qiān,road + Old West + large dog + snakeskin,⿺ (bottom-left-wrap),⿺辶⿱䙲巳,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">覀</span> <span style=""color:#666"">west</span> <span style=""color:#999"">(alias: Old West)</span><br><span style=""color:#1a5276"">大</span> <span style=""color:#666"">large</span> <span style=""color:#999"">(alias: large dog)</span><br><span style=""color:#1a5276"">巳</span> <span style=""color:#666"">snakeskin</span>",SH: 迁,RTH RTK,RTH2::L40
選,choose / elect,1311,,,xuǎn,road + snakeskin + snakeskin + together,⿺ (bottom-left-wrap),⿺辶巽,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">巳</span> <span style=""color:#666"">snakeskin</span><br><span style=""color:#1a5276"">共</span> <span style=""color:#666"">together</span>",SH: 选,RTH RTK,RTH1::L46
遺,bequeath,1293,,,yí,road + expensive,⿺ (bottom-left-wrap),⿺辶貴,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">貴</span> <span style=""color:#666"">expensive</span>",SH: 遗,RTH RTK,RTH1::L45
遼,far away / faraway,2631,,,Liáo,road + pup tent,⿺ (bottom-left-wrap),⿺辶尞,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">尞</span> <span style=""color:#666"">pup tent</span>",SH: 辽,RTH RTK,RTH2::L43
避,evade,1122,,,bì,hot sauce + road,⿺ (bottom-left-wrap),⿺辶辟,"<span style=""color:#1a5276"">辟</span> <span style=""color:#666"">repudiate</span> <span style=""color:#999"">(alias: hot sauce)</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH RTK,RTH1::L38
邀,request the presence of,2331,,,yāo,homing pigeon + road,⿺ (bottom-left-wrap),⿺辶敫,"<span style=""color:#1a5276"">敫</span> <span style=""color:#666"">homing pigeon</span><br><span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span>",,RSH RTH,RTH2::L35
邁,stride / pass through,1402,,,mài,road + ten thousand,⿺ (bottom-left-wrap),⿺辶萬,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">萬</span> <span style=""color:#666"">ten thousand</span>",SH: 迈,RTH RTK,RTH1::L52
還,give back / send back,678,,,hái / huán,road + net + floor + mouth + cloak,⿺ (bottom-left-wrap),⿺辶睘,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">罒</span> <span style=""color:#666"">net</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">𧘇</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span>",SH: 还,RTH RTK,RTH1::L24
邊,border,1000,,,biān / bian,road + oneself + hole + compass,⿺ (bottom-left-wrap),⿺辶臱,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">自</span> <span style=""color:#666"">oneself</span> <span style=""color:#999"">(alias: nose, nostrils)</span><br><span style=""color:#1a5276"">穴</span> <span style=""color:#666"">hole</span><br><span style=""color:#1a5276"">方</span> <span style=""color:#666"">direction</span> <span style=""color:#999"">(alias: compass)</span>",SH: 边 | JP: 辺,RTH,RTH1::L34
邏,make the rounds,2335,,,luó,road + silk gauze,⿺ (bottom-left-wrap),⿺辶羅,"<span style=""color:#1a5276"">辶</span> <span style=""color:#666"">road</span><br><span style=""color:#1a5276"">羅</span> <span style=""color:#666"">silk gauze</span>",SH: 逻,RTH,RTH2::L35
那,that / interrogative,1458,,,nǎ / nà,razor wire + pinnacle,⿰ (left-right),⿰𭃂阝,"<span style=""color:#1a5276"">囧那－阝</span> <span style=""color:#666"">razor wire</span><br><span style=""color:#1a5276"">阝</span> <span style=""color:#666"">pinnacle</span>",,RSH RTH RTK,RTH1::L55 primitive
邦,nation / home country,2741,,,bāng,bushes + city walls,⿰ (left-right),⿰丰阝,"<span style=""color:#1a5276"">丰</span> <span style=""color:#666"">plentiful</span> <span style=""color:#999"">(alias: bushes)</span><br><span style=""color:#1a5276"">囧阝</span> <span style=""color:#666"">city walls</span>",,RSH RTH RTK,RTH2::L48
邪,wicked,2786,,,xié,tusk + city walls,⿰ (left-right),⿰牙阝,"<span style=""color:#1a5276"">牙</span> <span style=""color:#666"">tooth</span> <span style=""color:#999"">(alias: tusk)</span><br><span style=""color:#1a5276"">囧阝</span> <span style=""color:#666"">city walls</span>",,RSH RTH RTK,RTH2::L51
郁,depressed / Yu-2 / cultured,3017,,,yù,possess + city walls,⿰ (left-right),⿰有阝,"<span style=""color:#1a5276"">有</span> <span style=""color:#666"">possess</span><br><span style=""color:#1a5276"">囧阝</span> <span style=""color:#666"">city walls</span>",JP: 鬱,RSH RTH RTK,RTH2::Postscript
郊,outskirts,2740,,,jiāo,mingle + city walls,⿰ (left-right),⿰交阝,"<span style=""color:#1a5276"">交</span> <span style=""color:#666"">mingle</span><br><span style=""color:#1a5276"">囧阝</span> <span style=""color:#666"">city walls</span>",,RSH RTH RTK,RTH2::L48
郎,young man / son,1342,,,láng,halo + city walls,⿰ (left-right),⿰{17}阝,"<span style=""color:#1a5276"">良</span> <span style=""color:#666"">high-quality</span> <span style=""color:#999"">(alias: halo)</span><br><span style=""color:#1a5276"">囧阝</span> <span style=""color:#666"">city walls</span>",,RSH RTH RTK,RTH1::L48
部,department / section,1341,,,bù,muzzle + city walls,⿰ (left-right),⿰咅阝,"<span style=""color:#1a5276"">咅</span> <span style=""color:#666"">muzzle</span><br><span style=""color:#1a5276"">囧阝</span> <span style=""color:#666"">city walls</span>",,RSH RTH RTK,RTH1::L48
郭,outer walls / enclosure,2735,,,guō,enjoy + city walls,⿰ (left-right),⿰享阝,"<span style=""color:#1a5276"">享</span> <span style=""color:#666"">enjoy</span><br><span style=""color:#1a5276"">囧阝</span> <span style=""color:#666"">city walls</span>",,RSH RTH RTK,RTH2::L48
郵,post / mail,2743,,,yóu,droop + pinnacle,⿰ (left-right),⿰垂阝,"<span style=""color:#1a5276"">垂</span> <span style=""color:#666"">droop</span><br><span style=""color:#1a5276"">阝</span> <span style=""color:#666"">pinnacle</span>",SH: 邮,RTH RTK,RTH2::L48
都,metropolis,1340,,,dōu / dū,puppet + city walls,⿰ (left-right),⿰者阝,"<span style=""color:#1a5276"">者</span> <span style=""color:#666"">someone</span> <span style=""color:#999"">(alias: puppet)</span><br><span style=""color:#1a5276"">囧阝</span> <span style=""color:#666"">city walls</span>",,RSH RTH RTK,RTH1::L48
鄉,countryside,1343,,,xiāng,countryside + young man,⿰ (left-right),⿰乡郎,"<span style=""color:#1a5276"">乡</span> <span style=""color:#666"">countryside</span><br><span style=""color:#1a5276"">郎</span> <span style=""color:#666"">young man</span>",SH: 乡 | JP: 郷,RTH,RTH1::L48
鄙,despicable,2737,,,bǐ,mouth + needle + return + city walls,⿰ (left-right),⿰啚阝,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">十</span> <span style=""color:#666"">ten</span> <span style=""color:#999"">(alias: needle)</span><br><span style=""color:#1a5276"">回</span> <span style=""color:#666"">return</span><br><span style=""color:#1a5276"">囧阝</span> <span style=""color:#666"">city walls</span>",,RSH RTH,RTH2::L48
