character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,variants,deck,tags
句,sentence / phrase,,,65,gōu / jù,bound up + mouth,⿹ (top-right-wrap),⿹勹口,"<span style=""color:#1a5276"">勹</span> <span style=""color:#666"">bound up</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",,RSH RTH RTK,RTK1v5::L04
叩,bash,,,2166,,mouth + stamp,⿰ (left-right),⿰口卩,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">卩</span> <span style=""color:#666"">stamp</span>",,RTK,RTK3v2::CH02
只,only,,,53,zhǐ / zhī,mouth + animal legs,⿱ (top-bottom),⿱口八,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">囧只－口</span> <span style=""color:#666"">animal legs</span>",,RSH RTH RTK,RTK1v5::L04
叫,call / shout,,,1508,jiào,mouth + cornucopia,⿰ (left-right),⿰口丩,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">丩</span> <span style=""color:#666"">cornucopia</span>",,RSH RTH RTK,RTK1v5::L39
召,summon / seduce,,,86,zhào,sword + dagger + mouth,⿱ (top-bottom),⿱刀口,"<span style=""color:#1a5276"">刀</span> <span style=""color:#666"">sword</span> <span style=""color:#999"">(alias: dagger, saber)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",,RSH RTH RTK,RTK1v5::L05 primitive
可,can,,,93,kè / kě,spike + mouth,⿹ (top-right-wrap),⿹丁口,"<span style=""color:#1a5276"">丁</span> <span style=""color:#666"">fourth</span> <span style=""color:#999"">(alias: spike)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",,RSH RTH RTK,RTK1v5::L05
台,platform / pedestal,,,744,Tái / tái,elbow + mouth,⿱ (top-bottom),⿱厶口,"<span style=""color:#1a5276"">厶</span> <span style=""color:#666"">elbow</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",,RSH RTH RTK,RTK1v5::L23
叱,scold,,,2179,,mouth + hook + dropdrop,⿰ (left-right),⿰口𠤎,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">乚</span> <span style=""color:#666"">second</span> <span style=""color:#999"">(alias: hook)</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span>",,RTK,RTK3v2::CH02
史,history,,,692,shǐ,mouth + tucked under the arm,⿻ (overlaid),⿻⿻口丿乀,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">囧史－口</span> <span style=""color:#666"">tucked under the arm</span>",,RSH RTH RTK,RTK1v5::L23
右,right,,,78,yòu,mouth + by one’s side,⿸ (top-left-wrap),⿸𠂇口,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">𠂇</span> <span style=""color:#666"">by one’s side</span>",,RSH RTH RTK,RTK1v5::L05
叶,leaf / within my ability,,,2173,xié / yè,ten + mouth,⿰ (left-right),⿰口十,"<span style=""color:#1a5276"">十</span> <span style=""color:#666"">ten</span> <span style=""color:#999"">(alias: needle)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",TH: 葉,RSH RTK,RTK3v2::CH02
号,appellation / nickname,,,1242,háo / hào,mouth + snare,⿱ (top-bottom),⿱口丂,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">丂</span> <span style=""color:#666"">snare</span>",TH: 號,RSH RTK,RTK1v5::L33
司,take charge of / director,,,1863,sī,clothes hanger + one + mouth,⿹ (top-right-wrap),⿹𠃌𠮛,"<span style=""color:#1a5276"">𠃌</span> <span style=""color:#666"">clothes hanger</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor, ceiling)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",,RSH RTH RTK,RTK1v5::L50
吃,eat / stammer,,,2175,chī / jí,mouth + beg,⿰ (left-right),⿰口乞,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">乞</span> <span style=""color:#666"">beg</span>",,RSH RTH RTK,RTK3v2::CH02
各,each,,,291,gè,mouth + walking legs,⿱ (top-bottom),⿱夂口,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">夂</span> <span style=""color:#666"">walking legs</span>",,RSH RTH RTK,RTK1v5::L13
合,fit,,,253,hé / gě,meeting + mouth,⿱ (top-bottom),⿱{88}口,"<span style=""color:#1a5276"">亼</span> <span style=""color:#666"">meeting</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",,RSH RTH RTK,RTK1v5::L12
吉,lucky / good luck,,,320,Jí / jí,soldier + mouth,⿱ (top-bottom),⿱士口,"<span style=""color:#1a5276"">士</span> <span style=""color:#666"">soldier</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",,RSH RTH RTK,RTK1v5::L14 primitive
吊,dangle,,,2171,diào,mouth + towel,⿱ (top-bottom),⿱口巾,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">巾</span> <span style=""color:#666"">towel</span>",,RSH RTH RTK,RTK3v2::CH02
吋,inch,,,2952,cùn,mouth + glue,⿰ (left-right),⿰口寸,"<span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">寸</span> <span style=""color:#666"">Chinese inch</span> <span style=""color:#999"">(alias: glue)</span>",,RTH RTK,RTK3v2::CH04
同,same,,,180,tóng / tòng,one + mouth + hood + cowl,⿵ (surround-open-bottom),⿵冂𠮛,"<span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor, ceiling)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">冂</span> <span style=""color:#666"">hood</span> <span style=""color:#999"">(alias: glass cover, cowl, helmet)</span>",,RSH RTH RTK,RTK1v5::L09 primitive
