character,keyword,RTH_number,RSH_number,RTK_number,reading,decomposition,spatial,ids,components_detail,variants,deck,tags
被,quilt / incur,,,807,bèi,cloak + covering,⿰ (left-right),⿰衤皮,"<span style=""color:#1a5276"">衣</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span><br><span style=""color:#1a5276"">皮</span> <span style=""color:#666"">covering</span>",,RSH RTH RTK,RTK1v5::L25
袴,pleated skirt,,,2626,,cloak + brag,⿰ (left-right),⿰衤夸,"<span style=""color:#1a5276"">衤</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span><br><span style=""color:#1a5276"">夸</span> <span style=""color:#666"">brag</span>",TH: 褲 | SH: 裤,RTK,RTK3v2::CH02
袷,lined kimono,,,2625,,cloak + fit,⿰ (left-right),⿰衤合,"<span style=""color:#1a5276"">衤</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span><br><span style=""color:#1a5276"">合</span> <span style=""color:#666"">fit</span>",,RTK,RTK3v2::CH02
裁,tailor,,,397,cái,clothing + Thanksgiving,⿹ (top-right-wrap),⿹𢦏衣,"<span style=""color:#1a5276"">衣</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak, scarf, bandana, top hat and scarf)</span><br><span style=""color:#1a5276"">囧载－车</span> <span style=""color:#666"">Thanksgiving</span>",,RSH RTH RTK,RTK1v5::L18
裂,crack / split,,,813,liè,line up + clothing,⿱ (top-bottom),⿱列衣,"<span style=""color:#1a5276"">列</span> <span style=""color:#666"">line up</span><br><span style=""color:#1a5276"">衣</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak, scarf, bandana, top hat and scarf)</span>",,RSH RTH RTK,RTK1v5::L25
装,attire,,,398,zhuāng,clothing + turtle + soldier,⿱ (top-bottom),⿱壮衣,"<span style=""color:#1a5276"">衣</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak, scarf, bandana, top hat and scarf)</span><br><span style=""color:#1a5276"">兆</span> <span style=""color:#666"">portent</span> <span style=""color:#999"">(alias: turtle)</span><br><span style=""color:#1a5276"">士</span> <span style=""color:#666"">soldier</span>",TH: 裝,RSH RTK,RTK1v5::L18
裏,back,,,399,,top hat + computer + cloak,⿳ (top-mid-bottom),⿳亠里𧘇,"<span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span><br><span style=""color:#1a5276"">里</span> <span style=""color:#666"">li</span> <span style=""color:#999"">(alias: computer)</span><br><span style=""color:#1a5276"">𧘇</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span>",,RTK,RTK1v5::L18
裕,abundant,,,793,yù,cloak + valley,⿰ (left-right),⿰衤谷,"<span style=""color:#1a5276"">衣</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span><br><span style=""color:#1a5276"">谷</span> <span style=""color:#666"">valley</span>",,RSH RTH RTK,RTK1v5::L24
補,patch / supplement,,,1840,bǔ,cloak + dog tag,⿰ (left-right),⿰衤甫,"<span style=""color:#1a5276"">衤</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span><br><span style=""color:#1a5276"">甫</span> <span style=""color:#666"">Fu</span> <span style=""color:#999"">(alias: dog tag)</span>",SH: 补,RTH RTK,RTK1v5::L49
裟,monk's sash,,,2701,,sand + cloak,⿱ (top-bottom),⿱沙衣,"<span style=""color:#1a5276"">沙</span> <span style=""color:#666"">sand</span><br><span style=""color:#1a5276"">衣</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span>",,RTK,RTK3v2::CH02
裡,inside / back [old],,,2973,lǐ,cloak + computer,⿰ (left-right),⿰衤里,"<span style=""color:#1a5276"">衤</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span><br><span style=""color:#1a5276"">里</span> <span style=""color:#666"">li</span> <span style=""color:#999"">(alias: computer)</span>",SH: 里,RTH RTK,RTK3v2::CH06 primitive
裳,raiment / skirt,,,800,cháng,outhouse + clothing,⿱ (top-bottom),⿱𫩠衣,"<span style=""color:#1a5276"">囧赏－贝</span> <span style=""color:#666"">outhouse</span><br><span style=""color:#1a5276"">衣</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak, scarf, bandana, top hat and scarf)</span>",,RSH RTK,RTK1v5::L25
裸,naked,,,1124,luǒ,cloak + fruit,⿰ (left-right),⿰衤果,"<span style=""color:#1a5276"">衣</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span><br><span style=""color:#1a5276"">果</span> <span style=""color:#666"">fruit</span>",,RSH RTH RTK,RTK1v5::L30
製,manufacture / made in...,,,419,zhì,system + cloak,⿱ (top-bottom),⿱制衣,"<span style=""color:#1a5276"">制</span> <span style=""color:#666"">system</span><br><span style=""color:#1a5276"">衣</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span>",SH: 制,RTH RTK,RTK1v5::L18
裾,hem,,,2624,,cloak + reside,⿰ (left-right),⿰衤居,"<span style=""color:#1a5276"">衤</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span><br><span style=""color:#1a5276"">居</span> <span style=""color:#666"">reside</span>",,RTK,RTK3v2::CH02
複,duplicate,,,465,fù,cloak + double back,⿰ (left-right),⿰衤复,"<span style=""color:#1a5276"">衤</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span><br><span style=""color:#1a5276"">复</span> <span style=""color:#666"">duplicate</span> <span style=""color:#999"">(alias: double back)</span>",SH: 复,RTH RTK,RTK1v5::L18 primitive
褐,brown,,,453,hè,cloak + siesta,⿰ (left-right),⿰衤曷,"<span style=""color:#1a5276"">衣</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span><br><span style=""color:#1a5276"">曷</span> <span style=""color:#666"">siesta</span>",,RSH RTH RTK,RTK1v5::L18
褒,praise,,,998,,top hat + safeguard + cloak,⿳ (top-mid-bottom),⿳亠保𧘇,"<span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span><br><span style=""color:#1a5276"">保</span> <span style=""color:#666"">safeguard</span><br><span style=""color:#1a5276"">𧘇</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span>",,RTK,RTK1v5::L27
襖,short Chinese-style coat / sliding door,,,2627,,cloak + of great depth,⿰ (left-right),⿰衤奥,"<span style=""color:#1a5276"">衤</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span><br><span style=""color:#1a5276"">奥</span> <span style=""color:#666"">of great depth</span>",SH: 袄,RTK,RTK3v2::CH02
襟,front of a garment / collar,,,1099,jīn,cloak + prohibit,⿰ (left-right),⿰衤禁,"<span style=""color:#1a5276"">衣</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span><br><span style=""color:#1a5276"">禁</span> <span style=""color:#666"">prohibit</span>",,RSH RTH RTK,RTK1v5::L30
襲,raid / attack,,,2025,xí,dragon + cloak,⿱ (top-bottom),⿱龍衣,"<span style=""color:#1a5276"">龍</span> <span style=""color:#666"">dragon</span><br><span style=""color:#1a5276"">衣</span> <span style=""color:#666"">clothing</span> <span style=""color:#999"">(alias: cloak)</span>",SH: 袭,RTH RTK,RTK1v5::L55
西,west,,,1602,Xī / xī,four + one + human legs + mouth,⿱ (top-bottom),⿱一𠁤,"<span style=""color:#1a5276"">四</span> <span style=""color:#666"">four</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor, ceiling)</span><br><span style=""color:#1a5276"">儿</span> <span style=""color:#666"">youngster</span> <span style=""color:#999"">(alias: human legs)</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span>",,RSH RTH RTK,RTK1v5::L41 primitive
要,want / need,,,1604,yāo / yào,Old West + woman,⿱ (top-bottom),⿱覀女,"<span style=""color:#1a5276"">西</span> <span style=""color:#666"">west</span> <span style=""color:#999"">(alias: Old West)</span><br><span style=""color:#1a5276"">女</span> <span style=""color:#666"">woman</span>",,RSH RTH RTK,RTK1v5::L41
覆,overturn / capsize,,,1611,fù,Old West + queue + double back,⿱ (top-bottom),⿱覀復,"<span style=""color:#1a5276"">西</span> <span style=""color:#666"">west</span> <span style=""color:#999"">(alias: Old West)</span><br><span style=""color:#1a5276"">行</span> <span style=""color:#666"">line of business</span> <span style=""color:#999"">(alias: queue)</span><br><span style=""color:#1a5276"">复</span> <span style=""color:#666"">duplicate</span> <span style=""color:#999"">(alias: double back)</span>",,RSH RTH RTK,RTK1v5::L41
覇,hegemony,,,1895,,Old West + leather + moon,⿱ (top-bottom),⿱覀䩗,"<span style=""color:#1a5276"">覀</span> <span style=""color:#666"">west</span> <span style=""color:#999"">(alias: Old West)</span><br><span style=""color:#1a5276"">革</span> <span style=""color:#666"">leather</span><br><span style=""color:#1a5276"">月</span> <span style=""color:#666"">month</span> <span style=""color:#999"">(alias: moon)</span>",TH: 霸 | SH: 霸,RTK,RTK1v5::L51
見,see,,,57,jiàn / xiàn,eye + human legs,⿱ (top-bottom),⿱目儿,"<span style=""color:#1a5276"">目</span> <span style=""color:#666"">eye</span> <span style=""color:#999"">(alias: eyeball, net)</span><br><span style=""color:#1a5276"">儿</span> <span style=""color:#666"">youngster</span> <span style=""color:#999"">(alias: human legs)</span>",SH: 见,RTH RTK,RTK1v5::L04
規,regulations / standard,,,841,guī,husband + see,⿰ (left-right),⿰夫見,"<span style=""color:#1a5276"">夫</span> <span style=""color:#666"">husband</span><br><span style=""color:#1a5276"">見</span> <span style=""color:#666"">see</span>",SH: 规,RTH RTK,RTK1v5::L25
視,inspect / inspection,,,1093,shì,altar + see,⿰ (left-right),⿰礻見,"<span style=""color:#1a5276"">礻</span> <span style=""color:#666"">show</span> <span style=""color:#999"">(alias: altar)</span><br><span style=""color:#1a5276"">見</span> <span style=""color:#666"">see</span>",SH: 视,RTH RTK,RTK1v5::L30
覗,peek,,,2875,,take charge of + see,⿰ (left-right),⿰司見,"<span style=""color:#1a5276"">司</span> <span style=""color:#666"">take charge of</span><br><span style=""color:#1a5276"">見</span> <span style=""color:#666"">see</span>",,RTK,RTK3v2::CH03
覚,memorize,,,325,,eyedropper + eyedropper + dropdrop + crown + see,⿱ (top-bottom),⿱𰃮見,"<span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">㇒</span> <span style=""color:#666"">dropdrop</span><br><span style=""color:#1a5276"">冖</span> <span style=""color:#666"">crown</span><br><span style=""color:#1a5276"">見</span> <span style=""color:#666"">see</span>",TH: 覺 | SH: 觉,RTK,RTK1v5::L15
覧,perusal,,,855,,underling + lying (down) + eyedropper + see,⿱ (top-bottom),⿱⿰臣⿱𠂉丶見,"<span style=""color:#1a5276"">臣</span> <span style=""color:#666"">feudal official</span> <span style=""color:#999"">(alias: underling)</span><br><span style=""color:#1a5276"">𠂉</span> <span style=""color:#666"">reclining</span> <span style=""color:#999"">(alias: lying (down))</span><br><span style=""color:#1a5276"">丶</span> <span style=""color:#666"">a drop of</span> <span style=""color:#999"">(alias: eyedropper)</span><br><span style=""color:#1a5276"">見</span> <span style=""color:#666"">see</span>",TH: 覽 | SH: 览,RTK,RTK1v5::L25 primitive
親,relatives / parent,,,1504,qīn / qìng,relatives + see,⿰ (left-right),⿰亲見,"<span style=""color:#1a5276"">亲</span> <span style=""color:#666"">relatives</span><br><span style=""color:#1a5276"">見</span> <span style=""color:#666"">see</span>",SH: 亲,RTH RTK,RTK1v5::L39
観,outlook,,,572,,lying (down) + floor + turkey + see,⿰ (left-right),⿰𮥶見,"<span style=""color:#1a5276"">𠂉</span> <span style=""color:#666"">reclining</span> <span style=""color:#999"">(alias: lying (down))</span><br><span style=""color:#1a5276"">一</span> <span style=""color:#666"">one</span> <span style=""color:#999"">(alias: floor)</span><br><span style=""color:#1a5276"">隹</span> <span style=""color:#666"">turkey</span><br><span style=""color:#1a5276"">見</span> <span style=""color:#666"">see</span>",TH: 觀 | SH: 观,RTK,RTK1v5::L21
角,angle,,,1812,jiǎo / jué,bound up + rack,⿱ (top-bottom),⿱⺈用,"<span style=""color:#1a5276"">勹</span> <span style=""color:#666"">bound up</span><br><span style=""color:#1a5276"">用</span> <span style=""color:#666"">utilize</span> <span style=""color:#999"">(alias: rack)</span>",,RSH RTH RTK,RTK1v5::L48 primitive
解,untie / unravel,,,1814,xiè / jiě / jiè,safe + dagger + cow,⿰ (left-right),⿰角𭷔,"<span style=""color:#1a5276"">角</span> <span style=""color:#666"">angle</span> <span style=""color:#999"">(alias: safe)</span><br><span style=""color:#1a5276"">刀</span> <span style=""color:#666"">sword</span> <span style=""color:#999"">(alias: dagger)</span><br><span style=""color:#1a5276"">牛</span> <span style=""color:#666"">cow</span>",,RSH RTH RTK,RTK1v5::L48
触,touch / contact,,,1813,chù,safe + insect,⿰ (left-right),⿰角虫,"<span style=""color:#1a5276"">角</span> <span style=""color:#666"">angle</span> <span style=""color:#999"">(alias: safe)</span><br><span style=""color:#1a5276"">虫</span> <span style=""color:#666"">insect</span>",TH: 觸,RSH RTK,RTK1v5::L48
言,say,,,335,yán,two + mouth + top hat,⿳ (top-mid-bottom),⿳亠二口,"<span style=""color:#1a5276"">二</span> <span style=""color:#666"">two</span><br><span style=""color:#1a5276"">口</span> <span style=""color:#666"">mouth</span><br><span style=""color:#1a5276"">亠</span> <span style=""color:#666"">top hat</span>",,RSH RTH RTK,RTK1v5::L15 primitive
訂,place an order / revise,,,339,dìng,words + nail,⿰ (left-right),⿰訁丁,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">丁</span> <span style=""color:#666"">fourth</span> <span style=""color:#999"">(alias: nail)</span>",SH: 订,RTH RTK,RTK1v5::L15
訃,obituary,,,3010,,words + magic wand,⿰ (left-right),⿰訁卜,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">卜</span> <span style=""color:#666"">divination</span> <span style=""color:#999"">(alias: magic wand)</span>",SH: 讣,RTK,RTK1v5::Sup.
計,plan / plot,,,337,jì,words + ten,⿰ (left-right),⿰訁十,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">十</span> <span style=""color:#666"">ten</span> <span style=""color:#999"">(alias: needle)</span>",SH: 计,RTH RTK,RTK1v5::L15
訊,interrogate / query,,,2713,xùn,words + crochet needles,⿰ (left-right),⿰訁卂,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">卂</span> <span style=""color:#666"">crochet needles</span>",SH: 讯,RTH RTK,RTK3v2::CH02
討,condemn / chastise,,,340,tǎo,words + glue,⿰ (left-right),⿰訁寸,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">寸</span> <span style=""color:#666"">Chinese inch</span> <span style=""color:#999"">(alias: glue)</span>",SH: 讨,RTH RTK,RTK1v5::L15
訓,instruction,,,341,xùn,words + stream,⿰ (left-right),⿰訁川,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">川</span> <span style=""color:#666"">stream</span> <span style=""color:#999"">(alias: flood)</span>",SH: 训,RTH RTK,RTK1v5::L15
託,entrust / consign,,,1917,tuō,words + fur ball,⿰ (left-right),⿰訁乇,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">乇</span> <span style=""color:#666"">fur ball</span>",SH: 托,RTH RTK,RTK1v5::L52
記,remember / scribe,,,529,jì,words + snake,⿰ (left-right),⿰訁己,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">己</span> <span style=""color:#666"">self</span> <span style=""color:#999"">(alias: snake)</span>",SH: 记,RTH RTK,RTK1v5::L21
訟,litigate / sue,,,787,sòng,words + public,⿰ (left-right),⿰訁公,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">公</span> <span style=""color:#666"">public</span>",SH: 讼,RTH RTK,RTK1v5::L24
訣,split up,,,2714,,words + guillotine,⿰ (left-right),⿰訁夬,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">夬</span> <span style=""color:#666"">guillotine</span>",SH: 诀,RTK,RTK3v2::CH02
訪,call on,,,495,fǎng,words + compass,⿰ (left-right),⿰訁方,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">方</span> <span style=""color:#666"">direction</span> <span style=""color:#999"">(alias: compass)</span>",SH: 访,RTH RTK,RTK1v5::L19
設,establish / establishment,,,708,shè,words + missile,⿰ (left-right),⿰訁殳,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">殳</span> <span style=""color:#666"">missile</span>",SH: 设,RTH RTK,RTK1v5::L23
許,permit,,,569,xǔ,words + stick horse,⿰ (left-right),⿰訁午,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">午</span> <span style=""color:#666"">noon</span> <span style=""color:#999"">(alias: stick horse)</span>",SH: 许,RTH RTK,RTK1v5::L21
訳,translate,,,1073,,words + ruler,⿰ (left-right),⿰訁尺,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">尺</span> <span style=""color:#666"">ruler</span>",,RTK,RTK1v5::L29
訴,accuse / accusation,,,1139,sù,words + reprimand,⿰ (left-right),⿰訁斥,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">斥</span> <span style=""color:#666"">reprimand</span>",SH: 诉,RTH RTK,RTK1v5::L31
診,diagnose / checkup,,,1724,zhěn,words + cocktail,⿰ (left-right),⿰訁㐱,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">㐱</span> <span style=""color:#666"">cocktail</span>",SH: 诊,RTH RTK,RTK1v5::L45
註,annotate / footnote,,,2727,zhù,words + candlestick,⿰ (left-right),⿰訁主,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">主</span> <span style=""color:#666"">lord</span> <span style=""color:#999"">(alias: candlestick)</span>",SH: 注,RTH RTK,RTK3v2::CH02
証,evidence,,,380,,words + correct,⿰ (left-right),⿰訁正,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">正</span> <span style=""color:#666"">correct</span>",SH: 证,RTK,RTK1v5::L17
詐,swindle / lie,,,1141,zhà,words + saw,⿰ (left-right),⿰訁乍,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">乍</span> <span style=""color:#666"">for the first time</span> <span style=""color:#999"">(alias: saw)</span>",SH: 诈,RTH RTK,RTK1v5::L31
詑,prevarication,,,2718,,words + it,⿰ (left-right),⿰訁它,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">它</span> <span style=""color:#666"">it</span>",SH: 𫍟,RTK,RTK3v2::CH02
詔,imperial edict,,,342,,words + summon,⿰ (left-right),⿰訁召,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">召</span> <span style=""color:#666"">summon</span>",SH: 诏,RTK,RTK1v5::L15
評,evaluate,,,1487,píng,words + water lily,⿰ (left-right),⿰訁平,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">平</span> <span style=""color:#666"">even</span> <span style=""color:#999"">(alias: water lily)</span>",SH: 评,RTH RTK,RTK1v5::L39
詞,word / parts of speech,,,1865,cí,words + take charge of,⿰ (left-right),⿰訁司,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">司</span> <span style=""color:#666"">take charge of</span>",SH: 词,RTH RTK,RTK1v5::L50
詠,chant / recitation,,,345,yǒng,words + eternity,⿰ (left-right),⿰訁永,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">永</span> <span style=""color:#666"">eternity</span>",SH: 咏,RTH RTK,RTK1v5::L15
詢,inquire / counsel,,,2705,xún,words + decameron,⿰ (left-right),⿰訁旬,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">旬</span> <span style=""color:#666"">decameron</span>",SH: 询,RTH RTK,RTK3v2::CH02
詣,visit a shrine,,,2715,,words + purpose,⿰ (left-right),⿰訁旨,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">旨</span> <span style=""color:#666"">purpose</span>",SH: 诣,RTK,RTK3v2::CH02
試,test,,,354,shì,words + style,⿰ (left-right),⿰訁式,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">式</span> <span style=""color:#666"">style</span>",SH: 试,RTH RTK,RTK1v5::L16
詩,poem,,,346,shī,words + Buddhist temple,⿰ (left-right),⿰訁寺,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">寺</span> <span style=""color:#666"">Buddhist temple</span>",SH: 诗,RTH RTK,RTK1v5::L15
詫,beg pardon,,,2721,,words + dwelling,⿰ (left-right),⿰訁宅,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">宅</span> <span style=""color:#666"">dwelling</span>",SH: 诧,RTK,RTK3v2::CH02
詮,elucidate,,,2717,,words + whole,⿰ (left-right),⿰訁全,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">全</span> <span style=""color:#666"">whole</span>",SH: 诠,RTK,RTK3v2::CH02
詰,packed,,,343,,words + aerosol can,⿰ (left-right),⿰訁吉,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">吉</span> <span style=""color:#666"">lucky</span> <span style=""color:#999"">(alias: aerosol can)</span>",SH: 诘,RTK,RTK1v5::L15
話,talk / tale,,,344,huà,words + tongue,⿰ (left-right),⿰訁舌,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">舌</span> <span style=""color:#666"">tongue</span>",SH: 话,RTH RTK,RTK1v5::L15
該,should / above-stated,,,1522,gāi,words + acorn,⿰ (left-right),⿰訁亥,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">亥</span> <span style=""color:#666"">sign of the pig</span> <span style=""color:#999"">(alias: acorn)</span>",SH: 该,RTH RTK,RTK1v5::L39
詳,detailed,,,550,xiáng,words + sheep,⿰ (left-right),⿰訁羊,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">羊</span> <span style=""color:#666"">sheep</span>",SH: 详,RTH RTK,RTK1v5::L21
誇,brag / boast,,,1244,kuā,words + brag,⿰ (left-right),⿰訁夸,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">夸</span> <span style=""color:#666"">brag</span>",SH: 夸,RTH RTK,RTK1v5::L33
誉,reputation,,,1939,yù,excitement + words,⿱ (top-bottom),⿱兴言,"<span style=""color:#1a5276"">兴</span> <span style=""color:#666"">excitement</span><br><span style=""color:#1a5276"">言</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span>",TH: 譽,RSH RTK,RTK1v5::L53
誌,annals / document,,,601,zhì,words + aspiration,⿰ (left-right),⿰訁志,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">志</span> <span style=""color:#666"">aspiration</span>",SH: 志,RTH RTK,RTK1v5::L22
認,recognize / acknowledge,,,598,rèn,words + endure,⿰ (left-right),⿰訁忍,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">忍</span> <span style=""color:#666"">endure</span>",SH: 认,RTH RTK,RTK1v5::L22
誓,vow,,,1133,shì,discount + words,⿱ (top-bottom),⿱折言,"<span style=""color:#1a5276"">折</span> <span style=""color:#666"">discount</span><br><span style=""color:#1a5276"">言</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span>",,RSH RTH RTK,RTK1v5::L31
誕,nativity,,,393,dàn,words + prolong,⿰ (left-right),⿰訁延,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">延</span> <span style=""color:#666"">prolong</span>",SH: 诞,RTH RTK,RTK1v5::L17
誘,entice,,,916,yòu,words + elegant,⿰ (left-right),⿰訁秀,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">秀</span> <span style=""color:#666"">elegant</span>",SH: 诱,RTH RTK,RTK1v5::L26
語,language / word,,,347,yǔ / yù,words + I (literary),⿰ (left-right),⿰訁吾,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">吾</span> <span style=""color:#666"">I (literary)</span>",SH: 语,RTH RTK,RTK1v5::L15
誠,sincere / sincerity,,,363,chéng,words + turn into,⿰ (left-right),⿰訁成,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">成</span> <span style=""color:#666"">turn into</span>",SH: 诚,RTH RTK,RTK1v5::L16
誤,error / mistake,,,1899,wù,words + Heaven in your Mouth,⿰ (left-right),⿰訁吴,"<span style=""color:#1a5276"">訁</span> <span style=""color:#666"">say</span> <span style=""color:#999"">(alias: words)</span><br><span style=""color:#1a5276"">吴</span> <span style=""color:#666"">Wu</span> <span style=""color:#999"">(alias: Heaven in your Mouth)</span>",SH: 误,RTH RTK,RTK1v5::L51
